Week,Campaign,Device,Platform,Objective,Funnel Stage,Year,Quarter,Month,Cost,Impressions,Reach,Clicks,Conversions,Conversion Value,Video Views
2024-05-20,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1295.15,19326,8142,107,0,0,0
2024-05-20,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3071.03,64647,28709,445,10,4423.49,0
2024-05-20,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3285.2,69941,28559,558,10,4331.29,0
2024-05-20,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,706.65,15266,6512,110,0,0,0
2024-05-20,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,576.5,9309,3696,64,0,0,0
2024-05-20,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,4501.52,855785,323925,4043,79,11846.48,0
2024-05-20,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,5134.64,1027155,409177,5222,89,12677.2,0
2024-05-20,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,1100.39,213464,87835,977,17,2492.6,0
2024-05-20,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,844.22,118215,50467,555,11,1637.41,0
2024-05-20,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5398.27,250548,113967,721,4,3275.51,82181
2024-05-20,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5782.33,270745,113159,889,4,3203.56,87264
2024-05-20,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,1240.52,59113,23413,175,0,0,18572
2024-05-20,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,949.51,33951,13650,98,0,0,10411
2024-05-27,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,1853.73,17229,6733,1530,126,17728.36,0
2024-05-27,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,2116.66,19981,8127,1907,141,19607.5,0
2024-05-27,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,426.61,3925,1681,333,25,3555.54,0
2024-05-27,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,326.87,2272,1007,198,15,2113.19,0
2024-05-27,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,9229.64,84289,35087,2870,92,22880.23,0
2024-05-27,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,9758.62,90941,34836,3542,93,22801.11,0
2024-05-27,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,2096.5,19659,8061,685,19,4606.23,0
2024-05-27,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,1688.94,11365,4765,366,10,2532.99,0
2024-05-27,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,8094.36,455399,178662,9436,444,36268.41,0
2024-05-27,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,8587.42,471079,217665,10419,414,34848.66,0
2024-05-27,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1727.71,96230,40573,2148,83,6846.02,0
2024-05-27,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1409.84,58683,23557,1203,47,3862.04,0
2024-05-27,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,4969.66,512339,185016,3234,23,4155.85,154708
2024-05-27,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,5731.01,597005,225239,4088,25,4487.18,177327
2024-05-27,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,1142.38,116611,44830,703,5,906.2,36293
2024-05-27,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,875.96,66859,26916,393,0,0,21830
2024-05-27,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6233.72,710360,298439,6886,101,9706.29,0
2024-05-27,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6670.45,769357,304262,8564,102,9602.46,0
2024-05-27,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1433.93,167632,69804,1667,20,1875.6,0
2024-05-27,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1155.65,97216,41614,947,12,1150.02,0
2024-05-27,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4832.63,349609,142008,6685,361,31111.56,0
2024-05-27,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4819.85,343047,161858,7120,319,27888.81,0
2024-05-27,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,971.47,69781,30296,1371,60,5193.71,0
2024-05-27,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,783.64,42458,17295,802,37,3280.38,0
2024-05-27,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,5621.75,586967,215200,8370,361,28795.19,0
2024-05-27,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,6409.5,681535,260325,11019,407,33291.59,0
2024-05-27,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,1292.56,133723,53826,1944,71,5950.79,0
2024-05-27,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,978.79,75628,31464,1066,39,3257.4,0
2024-05-27,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,7181.95,147100,64846,792,19,16613.5,0
2024-05-27,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,7598.15,157659,62725,978,19,16456.9,0
2024-05-27,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1631.97,32905,13909,180,3,2380.17,0
2024-05-27,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1332.4,20136,8836,108,0,0,0
2024-05-27,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3401.47,75587,31742,541,10,4157.47,0
2024-05-27,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3427.53,74366,36019,585,10,4290.44,0
2024-05-27,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,681.91,14501,6585,106,0,0,0
2024-05-27,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,557.4,8869,3762,63,0,0,0
2024-05-27,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,4688.17,874166,393392,4053,85,12959.28,0
2024-05-27,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,5022.1,946039,344119,4995,84,12686.26,0
2024-05-27,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,999.68,190577,72937,902,15,2242.81,0
2024-05-27,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,806.71,115700,46053,535,10,1460.2,0
2024-05-27,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5614.88,276333,105002,826,5,3915.88,82620
2024-05-27,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5581.07,270024,117825,874,4,3131.26,82887
2024-05-27,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,1124.3,52870,24337,162,0,0,17013
2024-05-27,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,908.09,32212,13944,95,0,0,10191
2024-06-03,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,1928.57,17572,7272,1612,137,20367.76,0
2024-06-03,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,2064.33,19026,7474,1985,138,20246.42,0
2024-06-03,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,443.49,4306,1747,404,28,3930.5,0
2024-06-03,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,335.83,2269,959,208,16,2297.31,0
2024-06-03,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,9472.38,91169,40076,3040,99,24442.71,0
2024-06-03,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,10148.83,92096,42850,3278,87,21784.84,0
2024-06-03,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,1890.32,17369,7225,592,15,3680.36,0
2024-06-03,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,1528.56,10580,4645,351,9,2202.67,0
2024-06-03,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,7809.41,448178,186595,9489,446,35792.02,0
2024-06-03,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,8917.56,521613,226580,11849,483,38329.48,0
2024-06-03,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,1795.23,102246,40577,2086,84,6821.25,0
2024-06-03,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,1362.53,55998,23101,1188,47,3907.46,0
2024-06-03,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,4848.65,471345,206794,2872,21,4042.5,157652
2024-06-03,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,5530.7,542134,217924,3793,22,4209.69,168199
2024-06-03,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,1185.37,122684,46916,761,6,1067.21,36840
2024-06-03,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,909.42,67813,26387,417,0,0,21330
2024-06-03,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,6880.59,792014,327943,7470,118,11224.75,0
2024-06-03,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,7467.36,840357,353942,8504,104,10122.34,0
2024-06-03,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,1381.33,157780,58842,1513,19,1835,0
2024-06-03,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,1044.62,89563,35766,845,10,936,0
2024-06-03,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,4337.63,322345,119776,5919,311,26182.1,0
2024-06-03,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,5007.39,376151,148958,7489,340,28419.32,0
2024-06-03,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,1009.86,74648,29962,1338,61,5188.07,0
2024-06-03,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,764.72,40792,17180,757,33,2859.96,0
2024-06-03,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,5840.02,577594,256127,7852,350,29643.36,0
2024-06-03,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,6257.22,624351,258197,9758,355,28576.76,0
2024-06-03,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,1341.69,140614,54426,1969,73,5829.54,0
2024-06-03,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,1079.42,81901,32556,1184,46,3740.72,0
2024-06-03,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,7860.17,162436,67985,855,22,18308.29,0
2024-06-03,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,8528,172859,73715,1031,21,17841.3,0
2024-06-03,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,1716.81,35129,13931,198,5,4071.85,0
2024-06-03,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,1287.22,19710,7152,109,0,0,0
2024-06-03,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,3084.21,69838,26508,520,10,4275,0
2024-06-03,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,3519.5,80432,32056,642,10,4244.78,0
2024-06-03,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,709.55,15904,6543,114,0,0,0
2024-06-03,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,543.79,8788,3759,63,0,0,0
2024-06-03,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,4809.65,908955,396597,4313,90,13520.41,0
2024-06-03,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,5217.44,958139,426412,4946,85,12620.36,0
2024-06-03,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,1039.5,202834,81723,995,16,2398.6,0
2024-06-03,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,787.02,115121,44134,584,11,1627.82,0
2024-06-03,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,5020.89,243354,94213,751,3,2346.84,80462
2024-06-03,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,5806.23,284500,119682,951,4,3273.14,92073
2024-06-03,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,1170.38,58148,24795,174,0,0,18406
2024-06-03,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,885.41,30632,13866,88,0,0,9968
2024-06-10,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,1975.47,18333,8113,1633,142,19971.1,0
2024-06-10,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,2142.14,19330,8911,1841,132,19063.88,0
2024-06-10,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,426.47,3921,1669,352,25,3539.46,0
2024-06-10,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,348.18,2390,983,222,16,2249.68,0
2024-06-10,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,9114.53,86501,31212,3140,100,24830.13,0
2024-06-10,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,10515.93,100643,39006,3962,109,27062.58,0
2024-06-10,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,2121.22,19101,8707,671,18,4551.87,0
2024-06-10,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,1606.83,10798,4481,369,10,2508.75,0
2024-06-10,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,7523.06,424630,183413,8758,405,34473.1,0
2024-06-10,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,8047.13,442879,175966,10484,392,32531.89,0
2024-06-10,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,1709.29,94815,39528,2005,78,6262.74,0
2024-06-10,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,1395.33,60746,25871,1260,50,4088.97,0
2024-06-10,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,4968.15,511781,232372,3081,21,3803.06,155423
2024-06-10,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,5319.55,537357,253516,3423,20,3711.74,168586
2024-06-10,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,1071.95,109350,48207,664,4,700.56,33734
2024-06-10,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,865.1,65971,27269,411,0,0,20054
2024-06-10,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,6232.46,708677,269875,7325,108,10341.38,0
2024-06-10,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,7108.94,818797,324005,9065,114,10865.33,0
2024-06-10,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,1433.47,160395,75886,1600,20,1932.17,0
2024-06-10,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,1098.82,89264,38800,867,10,996.17,0
2024-06-10,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,4552.55,318908,126943,5722,294,26233.51,0
2024-06-10,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,4512.9,321028,134050,6659,281,24639.99,0
2024-06-10,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,959.06,68952,30513,1266,57,4964.15,0
2024-06-10,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,783.37,42198,19054,764,37,3195.13,0
2024-06-10,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,5550.73,581815,242143,7785,350,27966.04,0
2024-06-10,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,6016.11,614547,265801,8806,328,26791.44,0
2024-06-10,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,1292.12,133930,60135,1799,66,5352.88,0
2024-06-10,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,978.6,75991,28308,1065,38,3033.88,0
2024-06-10,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,7104.52,146045,56438,834,20,16776.97,0
2024-06-10,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,8210.54,169843,70311,1047,21,17493.57,0
2024-06-10,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,1739.79,34859,14758,191,5,4207.77,0
2024-06-10,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,1334.42,19353,8527,102,0,0,0
2024-06-10,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,3406.3,72221,29347,489,10,4350.57,0
2024-06-10,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,3426.24,74066,31539,613,10,4305.39,0
2024-06-10,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,735.54,16042,6502,117,0,0,0
2024-06-10,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,592.21,9737,4053,66,0,0,0
2024-06-10,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,4341.98,839560,335060,4145,80,11692.55,0
2024-06-10,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,4958.94,972356,407472,5196,86,12507.03,0
2024-06-10,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,1064.39,202633,87596,960,16,2383.21,0
2024-06-10,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-06,816.26,111957,50378,518,8,1222.5,0
2024-06-10,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,5612.45,265754,111666,802,4,3196.5,84382
2024-06-10,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,5651.01,270581,118676,939,3,2376.8,90003
2024-06-10,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,1199.07,58469,24050,190,0,0,19104
2024-06-10,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-06,977.58,35608,15414,106,0,0,11437
2024-06-17,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,1919.75,18081,6702,1640,139,19290.85,0
2024-06-17,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,2188.71,21000,8114,2071,150,20663.84,0
2024-06-17,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,441.45,4139,1644,387,29,4074.6,0
2024-06-17,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-06,338.44,2289,944,209,14,2004.18,0
2024-06-17,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,9427.34,87601,38067,2915,95,23308.78,0
2024-06-17,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,10224.17,95876,38640,3654,93,22548.64,0
2024-06-17,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,2011.31,19185,8314,687,18,4296.18,0
2024-06-17,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-06,1641.88,11249,4973,399,12,2949.92,0
2024-06-17,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,8275.31,474218,194464,10062,497,40028.92,0
2024-06-17,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,8980.56,500993,215049,11522,471,38876.56,0
2024-06-17,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,1790.35,101564,39497,2203,89,7228.81,0
2024-06-17,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-06,1356.28,57653,20852,1234,48,3851.64,0
2024-06-17,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,4776,481403,180335,3129,23,4236.6,152927
2024-06-17,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,5505.24,561880,223213,3947,24,4399.45,175398
2024-06-17,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,1098.78,113718,45681,722,5,886.16,36871
2024-06-17,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-06,840.4,63252,26449,387,0,0,21163
2024-06-17,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,6371.66,733817,325517,6992,105,9948.39,0
2024-06-17,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,6907.69,810102,337908,8762,99,9570.69,0
2024-06-17,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,1375.06,163065,71020,1673,21,2013.74,0
2024-06-17,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-06,1109.55,95398,42504,959,12,1135.74,0
2024-06-17,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,4648.17,343669,145731,6414,360,30517.79,0
2024-06-17,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,4984.04,361651,156475,7257,333,28856.14,0
2024-06-17,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,1005.15,73656,30123,1400,64,5653.49,0
2024-06-17,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-06,761.22,40632,15334,805,34,2950.84,0
2024-06-17,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,5389.5,551446,218623,8068,340,28685.65,0
2024-06-17,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,6228.69,622618,257819,9850,358,29982.29,0
2024-06-17,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,1240.27,125600,53581,1777,68,5603.15,0
2024-06-17,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-06,950.42,69435,30739,956,36,3027.03,0
2024-06-17,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,7358.42,147282,69274,768,19,16286.11,0
2024-06-17,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-06,7976.2,161213,68500,966,19,16105.32,0
